idUslugi;cena;kosztaWlasne;przychod;czasTrwania;satysfakcjaKlienta;idDnia_FK;idPracownika_FK;idSalonu_FK;idKlienta_FK;idMiejscowosci_FK;idTypuUslugi_FK
15716;195,5;17,32;178,18;279;5;2522;618;14;14342;37;39
15717;258,97;7,34;251,63;86;5;3592;309;13;7593;23;35
15718;341,16;40,83;300,33;280;5;2705;640;3;12176;34;23
15719;278,58;22,44;256,14;52;5;3196;622;29;8297;1;18
15720;237,52;7,01;230,51;323;5;1462;114;8;7237;21;9
15721;199,08;17,99;181,09;66;3;3485;133;28;6994;16;22
15722;100,49;10,89;89,6;369;3;2377;645;30;5987;40;28
15723;286;17,79;268,21;89;4;2808;88;25;3131;21;6
15724;129,82;17,74;112,08;191;4;3215;407;32;14432;39;11
15725;257,62;14,56;243,06;187;5;3207;233;31;9769;34;20
15726;147,35;21,97;125,38;95;2;2579;629;11;14564;23;6
15727;250,84;20,64;230,2;36;4;3037;923;31;17433;34;19
15728;195,86;13,22;182,64;108;5;3130;603;33;9734;2;28
15729;308,51;41,16;267,35;164;4;2207;506;30;5892;4;20
15730;281,77;35,49;246,28;111;4;2764;648;6;10756;16;15
15731;186,66;30,28;156,38;304;5;3042;264;9;9852;27;38
15732;361,27;39,68;321,59;172;5;1968;265;15;1269;6;1
15733;271,84;25,27;246,57;232;4;2536;565;28;11590;13;27
15734;306,18;31,85;274,33;273;3;2640;716;27;4311;31;20
15735;322,92;20,96;301,96;205;5;2586;187;25;15809;28;18
15736;99,91;27,37;72,54;89;4;1039;689;23;14492;15;20
15737;361,59;18,44;343,15;284;5;3545;319;2;4522;4;19
15738;338,06;29,54;308,52;349;4;3390;469;17;3044;13;1
15739;285,46;39,04;246,42;253;4;828;775;19;11246;13;14
15740;191,62;26,75;164,87;233;4;1896;434;32;4032;13;13
15741;361,57;32,57;329;68;4;1095;614;28;10086;10;36
15742;324;16,17;307,83;162;5;2884;263;24;4109;39;32
15743;343,28;32,87;310,41;379;5;2838;617;19;6909;30;8
15744;320,88;20,78;300,1;369;5;460;649;30;3958;3;13
15745;175,96;29,36;146,6;95;4;1576;417;31;6629;7;13
15746;170,14;11,12;159,02;342;5;2949;260;31;17183;43;37
15747;101,61;12,54;89,07;72;4;980;412;25;16168;38;30
15748;136,81;39,23;97,58;40;5;1993;652;22;5918;31;15
15749;99,73;17,23;82,5;208;2;3389;743;28;2809;38;38
15750;183,89;36,61;147,28;182;5;3509;597;29;18010;29;20
15751;124,13;33,77;90,36;193;5;1873;644;30;6500;21;19
15752;210,87;14,66;196,21;298;5;3338;658;21;10048;41;10
15753;111,17;11,1;100,07;47;2;3477;898;15;3872;35;17
15754;262,2;18,05;244,15;253;4;3379;635;17;13249;9;16
15755;290,93;41,62;249,31;197;4;3559;246;6;17370;6;14
15756;330,31;14,27;316,04;358;4;198;950;20;7964;36;28
15757;98,03;9,18;88,85;174;5;1435;800;33;5390;43;38
15758;129,33;39,76;89,57;67;1;2207;580;24;10591;33;25
15759;115,86;30,6;85,26;322;5;711;600;17;6329;35;34
15760;248,85;35,86;212,99;350;4;3525;13;29;16398;1;21
15761;261,95;38,43;223,52;328;5;1498;474;27;8546;44;37
15762;207,28;29,86;177,42;196;3;2753;665;1;5437;35;3
15763;91,31;32,04;59,27;107;2;2518;837;23;9451;14;24
15764;90,96;35,54;55,42;366;2;1265;252;26;9118;20;19
15765;155,15;8,29;146,86;106;4;728;773;28;9780;14;13
15766;256,59;40,47;216,12;112;3;1531;261;21;14087;29;38
15767;195,83;12,01;183,82;385;5;2405;889;24;16905;28;5
15768;357,18;41,69;315,49;21;4;2766;422;25;12836;5;13
15769;379,15;14,35;364,8;206;5;2591;449;30;13599;45;13
15770;250,63;12,66;237,97;154;5;2784;242;6;13481;26;21
15771;143,05;13,55;129,5;85;5;1815;72;18;6397;29;14
15772;289,53;11,16;278,37;113;4;2128;651;21;12187;30;32
15773;189,6;19,06;170,54;191;2;3112;871;28;16958;6;27
15774;120,84;19,86;100,98;340;5;2349;581;2;18917;1;9
15775;149,7;38,94;110,76;135;5;2329;753;21;2716;20;15
15776;377,37;28,2;349,17;331;3;2524;676;11;6386;8;9
15777;347,68;39,59;308,09;349;2;3366;581;26;4877;18;13
15778;300,15;40,99;259,16;162;4;2185;259;28;6216;27;12
15779;371,13;29,49;341,64;343;5;2319;262;8;4033;15;14
15780;169,47;23,57;145,9;311;3;3503;240;7;9707;12;2
15781;334,65;37,61;297,04;364;5;2208;634;18;16847;35;38
15782;340,64;7,72;332,92;50;4;3287;611;23;8890;36;19
15783;144,47;12,21;132,26;374;3;515;391;2;7574;28;10
15784;289,98;38,46;251,52;366;5;2737;625;10;17588;1;34
15785;146,54;26,48;120,06;138;5;469;599;33;13364;42;39
15786;93,85;13,67;80,18;346;5;2038;581;30;15381;47;18
15787;213,75;13,99;199,76;362;4;3295;869;23;15227;19;7
15788;201,95;24,57;177,38;232;3;3011;598;30;4160;11;34
15789;115,11;9,98;105,13;204;5;2104;467;24;4530;38;35
15790;364,54;8,08;356,46;121;5;1761;642;29;17890;47;23
15791;265,99;14,24;251,75;115;4;661;313;16;17703;16;19
15792;142,17;21,43;120,74;239;4;2312;258;29;8616;29;14
15793;368,97;41,13;327,84;270;4;3634;864;25;2955;29;38
15794;278,65;39,32;239,33;174;1;327;587;25;6941;37;13
15795;155,21;17,57;137,64;53;5;1852;621;25;2819;37;15
15796;199,99;38,11;161,88;293;5;3311;916;29;11780;18;39
15797;248,7;34,24;214,46;33;2;1482;510;31;10996;39;36
15798;167,9;17,11;150,79;39;3;1243;520;27;4927;28;20
15799;244,93;40,4;204,53;49;1;2533;598;31;3972;38;15
15800;99,9;25,58;74,32;155;5;1773;724;29;8051;23;31
15801;146,68;25,27;121,41;220;4;3399;860;23;3160;41;39
15802;312,8;11,21;301,59;104;4;1586;355;23;2370;23;18
15803;260,84;39,93;220,91;63;2;1565;652;20;7742;34;27
15804;288,84;20,73;268,11;135;5;1431;666;3;15251;33;11
15805;165,2;22,24;142,96;244;4;2321;250;7;1379;5;15
15806;275,96;26,6;249,36;356;4;1779;360;3;3751;6;10
15807;379,38;8,06;371,32;256;4;3217;484;10;14719;3;29
15808;319,01;40,21;278,8;66;5;1901;266;31;18541;11;13
15809;99,08;36,09;62,99;182;4;2979;618;27;8701;37;11
15810;234,67;22,9;211,77;317;2;2237;617;4;16260;7;31
15811;97,91;15,32;82,59;223;3;2943;939;30;1055;46;32
15812;125,85;25,77;100,08;123;5;1495;730;21;10278;34;39
15813;225,18;30,53;194,65;278;3;2944;236;19;3327;3;12
15814;236,4;25,27;211,13;34;5;719;895;17;16087;31;33
15815;370,11;40,37;329,74;34;2;2478;962;33;17894;32;27
15816;147,13;33,53;113,6;409;5;3163;237;7;2731;35;2
15817;196,15;41,53;154,62;115;4;2959;918;15;2273;17;27
15818;189,43;38,53;150,9;170;5;1444;479;30;11123;39;13
15819;250,41;26,65;223,76;191;5;633;628;1;3881;45;21
15820;352,47;27,09;325,38;360;4;438;452;33;10755;44;13
15821;111,98;19,6;92,38;125;5;1938;264;17;16254;18;38
15822;262,36;41,71;220,65;107;4;2621;336;17;16857;15;21
15823;199,37;39,51;159,86;340;4;495;208;20;18205;27;3
15824;260;15,21;244,79;26;3;3606;604;31;3801;17;15
15825;253,04;25,56;227,48;107;4;3057;230;16;11431;24;19
15826;324,45;20,2;304,25;288;5;1720;240;23;7337;16;35
15827;326,95;32,57;294,38;185;5;1146;663;8;5956;39;38
15828;325,52;37,3;288,22;317;5;2232;639;30;5496;38;20
15829;144,96;35,11;109,85;411;3;957;592;22;16446;26;12
15830;249,6;34,71;214,89;97;5;2949;131;20;10626;18;35
15831;179,58;36,24;143,34;72;4;1988;310;6;6246;22;20
15832;102,14;34,38;67,76;150;5;1325;594;32;15089;39;15
15833;201,15;22,97;178,18;325;5;1981;183;10;5089;48;17
15834;171,9;38,94;132,96;83;5;2533;550;33;11565;16;33
15835;225,26;40,01;185,25;89;5;991;642;28;2975;40;22
15836;370,33;35,06;335,27;351;5;2261;19;22;12334;41;32
15837;95,35;23,16;72,19;280;1;1739;377;32;18947;20;16
15838;351,42;38,85;312,57;159;5;1434;731;20;6370;36;11
15839;317,35;8,1;309,25;235;5;31;667;26;19774;18;1
15840;323,07;33,04;290,03;83;4;1841;327;20;14692;25;31
15841;322,13;28,66;293,47;219;4;1200;734;33;18476;9;15
15842;350,85;18,26;332,59;38;5;1634;619;30;7140;11;16
15843;239,69;20,56;219,13;152;4;1555;550;26;15807;28;35
15844;217,17;17,43;199,74;120;4;583;789;23;5258;39;34
15845;159,32;36,84;122,48;347;3;407;263;23;11613;4;30
15846;186;39,19;146,81;177;5;1883;380;6;14783;5;24
15847;219,6;36,01;183,59;321;3;1889;196;29;7638;41;10
15848;281,26;41,16;240,1;250;5;3494;657;16;11367;6;5
15849;116,93;27,5;89,43;208;5;2398;581;23;14525;8;36
15850;284,1;15,18;268,92;310;3;84;159;30;10567;38;29
15851;131,63;36,57;95,06;30;5;339;353;16;13977;32;10
15852;178,43;15,47;162,96;60;5;3083;245;27;14084;5;16
15853;294,92;36,2;258,72;277;5;214;248;26;3568;2;15
15854;367,42;18,62;348,8;114;5;3053;458;31;4512;44;9
15855;362,7;41,56;321,14;358;5;2008;664;23;18887;7;20
15856;344,52;16,81;327,71;41;3;2992;244;24;10562;7;12
15857;203,4;38,19;165,21;118;5;3466;865;17;7926;10;21
15858;212,76;30,9;181,86;79;5;2705;232;33;5887;6;24
15859;294,44;15;279,44;80;5;3210;230;30;9344;40;31
15860;376,74;32,07;344,67;132;3;2563;588;9;15545;20;15
15861;127,96;31,78;96,18;269;4;3447;459;17;16400;6;13
15862;244,84;20,11;224,73;80;2;2027;548;22;5004;19;16
15863;194,24;24,16;170,08;299;5;3396;146;21;12405;35;1
15864;171,19;26,88;144,31;110;4;1637;237;10;4312;19;3
15865;335,99;40,4;295,59;72;5;2359;396;32;7121;46;4
15866;242,99;26,39;216,6;114;5;2800;254;28;18319;44;3
15867;362,44;41,87;320,57;191;1;1479;817;24;2268;29;23
15868;281,32;37,82;243,5;357;3;2730;517;27;11869;13;21
15869;152,52;32,34;120,18;396;5;3192;226;4;3649;4;36
15870;202,58;41,84;160,74;48;4;2395;229;23;11609;12;34
15871;369,67;20,25;349,42;252;5;1673;7;15;7911;14;27
15872;358,88;31,61;327,27;23;5;366;16;32;19959;40;8
15873;261,28;41,58;219,7;81;3;3042;938;20;12701;47;17
15874;262,16;30,78;231,38;223;2;1174;69;14;16834;44;6
15875;163,76;14,01;149,75;197;2;1516;330;7;9549;23;13
15876;131,93;8,39;123,54;263;4;3044;975;20;12991;40;14
15877;309,32;12,75;296,57;260;4;2222;879;22;19391;32;19
15878;166,47;32,82;133,65;381;5;2757;254;20;3493;31;25
15879;263,77;23,46;240,31;19;2;1563;206;27;1053;17;21
15880;310,11;33,32;276,79;410;5;1943;285;33;13581;19;39
15881;178,47;33,37;145,1;218;2;1652;664;16;14770;28;1
15882;325,7;36,49;289,21;27;1;3152;612;18;2366;42;24
15883;214,38;20,37;194,01;232;4;3145;697;29;7883;33;21
15884;249,97;41,76;208,21;327;4;236;488;32;9885;29;9
15885;126,51;34,56;91,95;267;5;1653;709;4;2602;33;16
15886;232,19;37,36;194,83;277;4;3445;103;30;15434;43;36
15887;256,71;12,93;243,78;278;3;2857;505;14;16681;41;11
15888;96,4;11,99;84,41;123;4;3476;957;32;3185;38;5
15889;145,45;15,74;129,71;76;4;2970;621;23;18845;12;14
15890;285,89;31,75;254,14;45;3;2802;604;26;15218;48;36
15891;128,52;14,8;113,72;35;5;3065;416;16;2661;14;15
15892;234,68;28,68;206;202;5;1638;611;20;9278;33;18
15893;103,18;41,1;62,08;408;5;2607;168;27;12607;38;9
15894;263,7;14,32;249,38;352;2;408;315;20;8456;26;11
15895;171,21;16,62;154,59;126;2;2254;651;20;6122;5;15
15896;119,98;17,66;102,32;98;5;2016;110;3;11102;21;10
15897;117,11;20,3;96,81;166;5;2002;360;23;9451;19;18
15898;389,38;26,05;363,33;191;5;1982;610;12;10614;1;11
15899;292,7;34,26;258,44;179;1;3290;621;19;157;28;22
15900;258,54;36,31;222,23;294;5;2815;285;31;5165;38;38
15901;185,69;20,97;164,72;262;4;3319;263;23;5706;22;10
15902;203,57;14,54;189,03;195;5;2529;757;20;11804;19;19
15903;180,07;30,55;149,52;350;4;2531;266;29;2648;27;2
15904;189,82;16,63;173,19;351;3;2295;900;19;17775;14;16
15905;107,07;12,26;94,81;229;5;3265;406;2;146;31;12
15906;266,41;10,78;255,63;300;5;1132;260;28;6649;3;24
15907;345,82;26,86;318,96;198;3;2102;259;26;11360;16;25
15908;258,98;8,75;250,23;93;5;3104;428;27;8836;25;39
15909;181,59;40,85;140,74;268;3;2211;911;31;8552;4;18
15910;236,68;26,99;209,69;269;5;1771;261;25;7092;30;37
15911;131,77;27,13;104,64;301;2;1986;609;16;19365;4;20
15912;371,01;35,21;335,8;390;4;3447;607;32;16385;26;12
15913;344,52;40,06;304,46;139;4;1633;581;28;6478;35;30
15914;345,91;27,85;318,06;384;4;3518;598;5;6905;35;28
15915;264,84;36,7;228,14;411;5;621;628;26;11826;14;15
15916;258,55;19,98;238,57;70;4;3045;246;31;6532;15;23
15917;96,21;35,79;60,42;252;3;3550;458;11;14766;33;20
15918;325,29;9,24;316,05;50;5;2117;469;25;9018;30;33
15919;213,49;28,36;185,13;43;5;2674;218;18;17835;15;21
15920;226,92;21,72;205,2;61;5;1629;248;9;12390;24;17
15921;309,59;17,5;292,09;341;1;2351;663;27;9119;24;16
15922;254,33;11,2;243,13;310;4;1699;618;25;14674;34;31
15923;216,81;26,54;190,27;77;5;3076;105;30;14349;36;20
15924;114,17;23,93;90,24;297;3;1647;619;24;19720;28;25
15925;333,54;21,44;312,1;205;3;2743;241;22;7925;40;37
15926;231,1;15,4;215,7;292;5;1781;800;17;10112;41;17
15927;385,37;36,48;348,89;33;4;2160;614;8;5188;27;14
15928;344,74;8,78;335,96;335;4;2457;247;20;2390;26;13
15929;389,82;10,68;379,14;270;3;2100;562;16;5902;16;35
15930;361,16;33,99;327,17;242;3;3306;585;30;14847;31;24
15931;159,59;26,11;133,48;329;4;3012;612;19;1628;28;15
15932;285,23;35,04;250,19;57;4;3468;662;27;5668;3;15
15933;155,91;27,67;128,24;124;5;734;587;3;6689;30;18
15934;157,34;30,01;127,33;52;5;2446;765;27;16379;33;12
15935;170,9;20,44;150,46;319;4;2275;608;18;17152;18;19
15936;370,51;30,75;339,76;155;5;2503;524;20;10999;31;39
15937;329,91;9,52;320,39;200;3;2996;641;32;10430;3;15
15938;90,06;9,57;80,49;246;5;2241;212;31;813;18;24
15939;132,11;32,19;99,92;120;4;3093;791;33;4394;11;20
15940;386,2;27,71;358,49;119;5;3372;797;28;3727;17;21
15941;201,46;28,44;173,02;33;3;2176;354;33;13611;28;13
15942;236,4;30,76;205,64;152;3;3481;261;22;2758;35;19
15943;371,12;41,64;329,48;252;4;1787;613;32;8483;46;30
15944;356,37;19,29;337,08;47;5;2258;414;6;13388;33;15
15945;117,13;32,49;84,64;365;4;1419;389;28;12376;19;22
15946;313,15;17,91;295,24;170;4;1554;244;3;3226;35;20
15947;282,63;40,51;242,12;254;5;3478;602;16;17351;31;18
15948;99,97;40;59,97;326;5;1658;244;30;12308;34;14
15949;285,01;34,89;250,12;337;3;2001;619;17;6098;23;11
15950;356,43;24,76;331,67;374;2;2515;69;24;12226;18;26
15951;218,49;26,18;192,31;83;5;3537;706;32;10526;13;19
15952;143,57;26,51;117,06;348;4;1536;660;23;19751;32;24
15953;215,06;40,9;174,16;266;4;1632;670;26;5358;29;36
15954;111,25;41,16;70,09;288;1;1735;135;29;9685;29;33
15955;196,26;34,84;161,42;178;5;1700;249;32;565;37;37
15956;282,64;30,96;251,68;50;3;3040;288;27;12009;23;18
15957;335,43;9,65;325,78;407;5;3178;248;22;9324;8;4
15958;255,44;31,88;223,56;70;2;2431;652;16;6206;30;30
15959;238,69;30,85;207,84;299;4;2377;661;18;6289;14;11
15960;263,48;28,36;235,12;415;4;2932;619;6;9676;26;21
15961;145,58;15,23;130,35;396;5;3193;661;32;13417;38;30
15962;367,28;13,32;353,96;170;1;3340;817;23;3113;33;22
15963;276,83;14,48;262,35;139;5;2741;740;22;5647;16;28
15964;246,55;40,42;206,13;133;2;795;1;4;19868;3;18
15965;300,42;23,49;276,93;168;4;3175;668;30;4963;37;24
15966;226,3;31,62;194,68;354;3;1933;914;25;15654;19;4
15967;346,78;20,57;326,21;83;4;2851;297;27;5897;19;22
15968;256,43;11,59;244,84;290;3;1751;402;15;12641;3;12
15969;167,2;18,59;148,61;413;5;3328;612;32;2173;11;27
15970;281,22;12,71;268,51;184;3;2111;595;12;12225;32;11
15971;311,69;16,27;295,42;352;4;884;631;27;8499;19;15
15972;328,64;28,82;299,82;87;4;3201;602;23;9519;30;19
15973;161,53;32,03;129,5;324;4;1179;825;29;11950;30;19
15974;104;11,12;92,88;198;1;2218;843;32;16281;6;39
15975;305,8;28,08;277,72;127;4;1569;625;5;2365;37;16
15976;239,18;34,91;204,27;82;4;2286;585;29;9994;31;25
15977;177,15;11,55;165,6;97;3;2815;581;28;13116;18;23
15978;314,59;34,03;280,56;298;5;2740;245;28;3784;3;16
15979;323,21;16,75;306,46;407;2;3396;668;3;12567;26;15
15980;305,14;20,59;284,55;166;4;3424;230;33;1522;38;20
15981;352,48;24,32;328,16;108;4;1386;661;30;7076;35;2
15982;253,48;17,77;235,71;87;5;2384;556;24;6725;6;31
15983;243,58;32,23;211,35;381;5;1764;739;30;792;24;14
15984;357,2;25,28;331,92;370;4;3317;587;31;6861;46;18
15985;196,07;29,89;166,18;87;5;721;374;22;15502;48;37
15986;99,48;41,73;57,75;354;5;2306;129;27;19400;42;21
15987;192,12;38,61;153,51;387;4;2270;996;32;6541;37;23
15988;343,07;20,1;322,97;372;1;1381;723;19;7851;40;14
15989;352,12;23,39;328,73;290;4;402;647;30;6857;15;28
15990;177,83;7,39;170,44;165;4;2508;591;5;6168;27;17
15991;344,98;9,42;335,56;244;4;2469;114;20;16733;41;18
15992;229,23;17,55;211,68;405;5;1566;662;10;10126;37;36
15993;277,24;31,12;246,12;266;4;1828;480;31;19015;30;31
15994;383,11;40,53;342,58;42;5;3454;789;20;10974;23;18
15995;356,87;20,77;336,1;23;4;410;306;30;6869;43;14
15996;172,41;19,63;152,78;406;2;1410;650;28;16941;8;14
15997;305,18;9,07;296,11;262;5;1953;979;14;15514;32;31
15998;347,2;20,43;326,77;149;5;3340;602;32;12846;31;26
15999;382,33;22,11;360,22;109;3;3102;595;21;8219;27;28
16000;217,36;33,74;183,62;37;3;1861;601;33;15184;20;15
16001;211,96;21,86;190,1;299;5;312;13;33;1044;17;39
16002;387,42;7,95;379,47;343;5;2626;254;22;5587;5;17
16003;153,36;39,7;113,66;278;3;1017;641;30;2439;13;17
16004;288,93;33,75;255,18;95;2;1540;648;16;10050;6;5
16005;285,65;23,08;262,57;324;4;3073;639;27;6047;23;17
16006;194,33;35,59;158,74;69;5;3127;667;8;11095;35;21
16007;332,14;13,7;318,44;201;5;2765;675;32;18225;37;32
16008;322,37;15,79;306,58;382;5;884;233;29;10619;20;21
16009;279,17;17,16;262,01;70;5;2412;828;33;3362;11;16
16010;309,09;30,15;278,94;317;3;1553;849;17;3127;34;14
16011;226,33;8,11;218,22;294;3;3585;537;18;10718;40;12
16012;209,69;41,54;168,15;227;3;3594;239;31;5265;9;3
16013;216,32;7,84;208,48;136;5;3497;791;16;2717;22;19
16014;367,88;30,01;337,87;316;1;3399;741;31;3365;15;33
16015;235,39;12,47;222,92;42;5;2310;663;32;8931;26;39
16016;148,51;32,56;115,95;75;4;3440;632;32;2951;17;10
16017;295,95;27,98;267,97;218;5;2079;473;25;6693;32;6
16018;90,86;14,24;76,62;109;4;2462;620;2;9014;36;24
16019;339,34;25,19;314,15;260;4;2200;150;31;8727;31;27
16020;326,14;26,04;300,1;248;4;2862;648;31;14323;12;27
16021;387,71;37,05;350,66;244;5;1617;233;29;18593;15;33
16022;327,26;27,07;300,19;259;4;3520;376;3;8420;7;15
16023;121,28;21,91;99,37;391;5;2852;632;29;6303;14;10
16024;320,99;20,93;300,06;72;1;1484;404;23;663;24;15
16025;307,12;19,61;287,51;114;4;1601;226;27;14856;28;15
16026;369,31;28,21;341,1;398;2;3382;745;18;1705;19;28
16027;367,44;34,48;332,96;200;5;2466;585;32;8656;38;34
16028;318,16;17,63;300,53;262;5;2918;607;4;11911;16;5
16029;191,82;29,01;162,81;330;2;1446;430;31;6616;39;18
16030;108,44;34,48;73,96;229;5;3017;591;2;8399;47;37
16031;165,46;22,16;143,3;248;5;2441;195;23;12950;34;39
16032;120,08;21,66;98,42;169;5;216;251;20;10070;43;11
16033;110,05;31,64;78,41;59;3;3166;464;20;14366;47;32
16034;333,38;39,57;293,81;294;5;2467;594;32;7334;21;9
16035;360,17;32,86;327,31;241;5;2067;253;25;12202;31;34
16036;270,15;13,39;256,76;67;3;1540;623;25;14446;23;20
16037;354,86;13,2;341,66;283;4;1840;604;21;15670;16;1
16038;209,57;36,15;173,42;187;5;2602;871;31;14904;6;2
16039;95,53;39,54;55,99;43;4;2558;633;16;4646;38;7
16040;183,35;13,33;170,02;64;5;1931;464;10;15686;16;36
16041;117,11;17,9;99,21;358;4;1903;596;20;4010;30;38
16042;360,82;19,57;341,25;280;4;2256;325;32;7788;21;21
16043;173,39;34,51;138,88;195;4;880;627;9;16390;29;34
16044;360,01;33,32;326,69;68;3;3283;243;20;18867;15;13
16045;108,14;26,09;82,05;102;5;1555;486;29;5572;13;10
16046;133,94;33;100,94;376;5;1884;663;20;7480;9;25
16047;280,89;10,98;269,91;326;5;455;597;12;6548;2;36
16048;271,92;21,16;250,76;111;1;2239;583;12;15771;24;14
16049;156,47;33,96;122,51;298;4;674;623;6;16687;33;9
16050;345,89;14,59;331,3;197;5;2463;67;33;16829;29;18
16051;301,71;23,5;278,21;295;4;2442;589;32;17873;1;33
16052;171,79;15,69;156,1;120;3;3117;597;18;19639;31;37
16053;101,34;23,26;78,08;80;5;297;527;22;5696;4;25
16054;338,11;18,72;319,39;264;4;2605;609;32;8611;25;23
16055;184,92;7,86;177,06;59;5;3182;229;30;6558;27;33
16056;243,97;36,86;207,11;83;1;413;663;27;4017;29;18
16057;279,56;8,4;271,16;114;5;2388;379;28;6340;23;33
16058;180,85;7,7;173,15;317;3;2585;111;19;11788;44;13
16059;110,14;35,24;74,9;322;3;1239;629;26;883;26;38
16060;142,82;28,68;114,14;220;3;3013;86;28;10706;6;13
16061;151,57;20,16;131,41;201;1;3271;613;26;10450;31;12
16062;176,33;32,51;143,82;360;5;1156;607;31;13101;20;24
16063;211,93;11,91;200,02;211;3;3089;59;31;2839;44;2
16064;104,15;17,53;86,62;395;4;852;718;29;10995;19;18
16065;218,48;25,81;192,67;94;4;3344;607;23;14811;40;18
16066;219,06;18,91;200,15;141;2;3200;645;32;11175;38;36
16067;316,7;38,76;277,94;48;5;2859;628;5;18540;46;20
16068;141,6;32,21;109,39;54;5;2453;556;32;3915;23;19
16069;319,35;28,95;290,4;166;5;2039;352;21;9582;22;16
16070;382,9;26,13;356,77;393;3;1138;476;31;15530;41;14
16071;199,93;16,83;183,1;182;4;3163;323;29;9272;37;15
16072;225,63;30,84;194,79;167;5;2373;963;29;17043;21;31
16073;366,43;26,76;339,67;228;3;3168;248;19;13979;44;19
16074;389,45;8,04;381,41;327;4;2640;244;4;7950;36;35
16075;281,41;11,32;270,09;274;5;2954;798;32;14711;22;39
16076;98,43;34,03;64,4;246;4;1882;439;32;12086;1;37
16077;213,95;17,9;196,05;252;3;3043;279;21;17537;33;17
16078;384,06;17,92;366,14;382;4;2840;214;29;3375;44;11
16079;255,06;29,96;225,1;222;5;1718;657;22;3411;41;15
16080;164,7;31,81;132,89;240;4;2023;461;28;10024;26;17
16081;149,68;35,43;114,25;183;3;844;777;14;8909;20;10
16082;306,14;41,69;264,45;74;3;2479;607;16;5797;21;19
16083;289,46;30,38;259,08;287;5;3147;258;5;10455;36;17
16084;314,77;39,67;275,1;311;3;856;590;7;16530;8;23
16085;241,57;40,61;200,96;326;5;3525;265;1;16990;19;26
16086;325,02;40,55;284,47;283;4;3328;841;21;3510;45;29
16087;109,35;8,87;100,48;185;2;2362;367;17;3724;36;25
16088;370,12;21,19;348,93;306;5;170;995;28;4621;40;13
16089;328,54;37,13;291,41;172;5;1362;63;15;17035;24;15
16090;349,38;9,77;339,61;195;5;2890;712;17;6443;20;31
16091;279,93;38,12;241,81;225;5;3615;238;32;13869;40;22
16092;311,95;40,37;271,58;33;5;1835;590;29;15159;19;39
16093;190,18;28,41;161,77;373;4;2584;590;5;19819;43;38
16094;243,36;41,39;201,97;85;4;2435;581;32;14896;16;17
16095;223,9;29,15;194,75;228;5;1976;586;11;10684;30;24
16096;160,1;32,1;128;146;2;1359;202;20;18509;19;35
16097;93,8;25,84;67,96;63;4;1521;403;28;11730;34;12
16098;181,66;24,73;156,93;163;5;1848;617;31;19796;46;16
16099;177,11;27,82;149,29;23;4;1623;634;29;6300;28;18
16100;111,46;15,29;96,17;334;1;2463;610;14;3615;8;12
16101;181,98;33,9;148,08;397;2;3553;710;4;16002;10;26
16102;161,06;28,67;132,39;384;5;2061;738;23;3609;35;4
16103;324,73;31,89;292,84;283;5;2312;503;23;6521;1;19
16104;191,81;20,3;171,51;367;3;1661;990;25;5899;6;16
16105;251,41;18,5;232,91;253;3;2869;641;17;16644;34;4
16106;261,62;40,43;221,19;388;4;1982;589;28;1473;41;20
16107;103,97;13,71;90,26;367;5;1527;599;27;9394;33;20
16108;346,89;13,59;333,3;398;3;548;604;18;7092;9;14
16109;312,15;7,99;304,16;402;4;1925;659;29;5033;27;39
16110;165,17;21,9;143,27;222;5;1795;973;20;10870;27;19
16111;317,79;28,17;289,62;268;5;814;270;20;16882;14;19
16112;369,06;27,54;341,52;238;4;757;466;14;7170;28;24
16113;274,04;32,32;241,72;118;4;1761;584;18;10056;40;19
16114;95,54;28,47;67,07;309;4;1941;581;3;6424;46;1
16115;146,5;34,21;112,29;321;4;1863;341;25;3783;28;35
16116;240,74;28,48;212,26;93;5;1462;901;5;19489;31;20
16117;345,52;19,38;326,14;380;3;1557;648;21;19454;36;33
16118;104,2;37,25;66,95;123;3;1495;258;12;15848;47;37
16119;347,65;9,2;338,45;45;5;36;3;21;11606;46;13
16120;291,44;40,6;250,84;331;3;1439;615;26;10002;9;13
16121;355,07;27,46;327,61;302;5;157;603;27;7378;10;34
16122;268,7;11,53;257,17;392;5;3550;242;13;9514;29;13
16123;102,23;15,46;86,77;201;4;2574;257;22;16126;14;36
16124;335,38;40,59;294,79;39;4;1965;266;32;15624;43;16
16125;270,37;35,9;234,47;244;1;2879;442;29;4923;28;18
16126;100,44;8,88;91,56;97;5;2526;660;4;17163;48;6
16127;293,5;7,68;285,82;239;5;1410;658;24;825;47;23
16128;101,43;19,13;82,3;389;4;2042;260;20;10415;40;31
16129;246,58;31,39;215,19;16;5;1828;619;31;7463;3;5
16130;186,07;22,02;164,05;93;4;1831;990;20;9217;29;3
16131;352,82;32,14;320,68;329;1;288;655;27;7800;6;11
16132;150,95;36,93;114,02;383;4;3553;259;2;10033;35;34
16133;229,55;41,82;187,73;108;5;2118;824;27;2835;39;26
16134;215,58;12,7;202,88;414;5;3327;839;28;4065;27;16
16135;373,59;9,87;363,72;32;4;2814;437;11;6802;38;18
16136;263,04;22,97;240,07;313;5;2700;249;2;12824;38;10
16137;164,69;16,62;148,07;173;4;1067;41;15;5227;26;27
16138;93,1;25,63;67,47;323;1;1845;211;25;5626;40;5
